page_id,page_title,page_url,links,pagerank
3785,PlayStation 4 Professional - Ultimate PS4 Pro FAQ Detailed,https://www.psxhax.com/threads/playstation-4-professional-ultimate-ps4-pro-faq-detailed.761/,"https://www.psxhax.com/threads/ps4-firmware-4-0-update-coming-next-week-with-hdr-video-support.760/,https://www.psxhax.com/threads/sony-playstation-meeting-2016-live-feed-and-details.755/,https://www.psxhax.com/threads/ps4-pro-and-ps4-slim-officially-unveiled-pricing-release-dates.759/",0.005352714828992367
2775,"PS4 4.05 Scene LIT AF, Kernel Exploit Now Released by SpecterDev!",https://www.psxhax.com/threads/ps4-4-05-scene-lit-af-kernel-exploit-now-released-by-specterdev.3308/,"https://www.psxhax.com/threads/updating-to-a-specific-ps4-firmware-guide-by-alexxlopaztico02.1064/,https://www.psxhax.com/threads/custom-repacked-ps4-package-pkg-files-on-retail-v4-55-by-flat_z.2906/,https://www.psxhax.com/threads/how-to-get-a-ps4-with-firmware-at-1-76-or-below-for-hacking.99/,https://www.psxhax.com/threads/adieu-ps4-kernel-exploit-for-firmware-4-05-by-fail0verflow-team.2939/,https://www.psxhax.com/threads/sony-confirms-ps4-4-01-kernel-exploit-with-firmware-4-05-update.937/,https://www.psxhax.com/threads/jailbreakme-ps4-4-05-exploit-webkit-working-confirms-specterdev.3306/,https://www.psxhax.com/threads/host-your-own-ps4-webkit-exploit-page-on-lan-by-al-azif.2981/,https://www.psxhax.com/threads/ps4-4-05-jailbreakme-playstation-4-jailbreak-noobs-tutorial.3311/",0.0052649391425312695
4102,"PS4 is Officially Jailbroken, CTurt Confirms RAM Dumping & More!",https://www.psxhax.com/threads/ps4-is-officially-jailbroken-cturt-confirms-ram-dumping-more.93/,"https://www.psxhax.com/threads/kernel-exploits.87/,https://www.psxhax.com/threads/ps4-kernel-exploit-confirmed-by-developer-cturt-no-jailbreak-yet.86/",0.004835671494925073
2693,PS4 HEN Update Blocker Payload with Debug Settings by CelesteBlue,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/,"https://www.psxhax.com/threads/how-to-host-ps4hen-for-4-05-ps4-ofw-on-android-phone-guide.3663/,https://www.psxhax.com/threads/how-to-host-ps4hen-for-4-05-ps4-ofw-on-android-phone-guide.3663/page-2#post-43333,https://www.psxhax.com/threads/ps4-hen-4-05-exploit-payload-webpage-no-pc-needed-ps4hen-is-lit.3549/,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-5#post-50084,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-11#post-70424,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-10#post-69140,https://www.psxhax.com/threads/how-to-delete-ps4-4-07-update-file-help.1293/page-2#post-37800,https://www.psxhax.com/threads/how-to-block-ps4-updates-on-any-playstation-4-firmware-guide.2207/,https://www.psxhax.com/threads/sony-rumored-to-be-blocking-ps4-playground-from-1-76-web-browsers.2798/,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-12#post-93024,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-10#post-68317,https://www.psxhax.com/threads/psa-accessing-sony-urls-or-updating-new-ps4-removes-special-data.2653/,https://www.psxhax.com/threads/ps4-hen-update-blocker-payload-with-debug-settings-by-celesteblue.3927/page-11#post-69988",0.004779662469459306
4011,"PlayStation 3.50 System Software Update Incoming, PS4 Video Demo",https://www.psxhax.com/threads/playstation-3-50-system-software-update-incoming-ps4-video-demo.330/,https://www.psxhax.com/threads/ps4-3-50-beta-firmware-musashi-update-leaked-with-video-footage.210/,0.004649331462072403
2034,"Mark Cerny Reveals PS5 Features Ray Tracing, SSD and PS VR!",https://www.psxhax.com/threads/mark-cerny-reveals-ps5-features-ray-tracing-ssd-and-ps-vr.6740/,https://www.psxhax.com/threads/raytracer-framework-playstation-4-port-by-soxs-zakaria.5830/,0.004584404118695532
3698,Sony Confirms PS4 4.01 Kernel Exploit with Firmware 4.05 Update?!,https://www.psxhax.com/threads/sony-confirms-ps4-4-01-kernel-exploit-with-firmware-4-05-update.937/,https://www.psxhax.com/threads/ps4-4-01-linux-installation-ksploit-demo-at-geekpwn-2016.932/,0.004552762625691782
2448,PS4 Homebrew App Demo by VVildCard777 with LibOrbis and PS4Link,https://www.psxhax.com/threads/ps4-homebrew-app-demo-by-vvildcard777-with-liborbis-and-ps4link.5823/,"https://www.psxhax.com/threads/modplayer-via-liborbis-for-ps4-fmsx-5-05-support-by-bigboss.5821/,https://www.psxhax.com/threads/ps4link-updated-fixing-ps4sh-hanging-issue-by-ps4-dev-bigboss.1208/,https://www.psxhax.com/threads/flexible-kernel-dumper-payload-for-ps4-by-vvildcard777.5809/",0.004243032534891104
4105,"PS4 Kernel Exploit Confirmed by Developer CTurt, No JailBreak Yet",https://www.psxhax.com/threads/ps4-kernel-exploit-confirmed-by-developer-cturt-no-jailbreak-yet.86/,"https://www.psxhax.com/threads/michael-coppola-confirms-to-cturt-that-ps4-exploit-may-be-fixed.49/,https://www.psxhax.com/threads/ps4-developer-michael-coppola-mncoppola-seeking-1-76-console.62/",0.004159374542264121
4014,PS4 Dlclose Exploit for PlayStation 4 Firmware 1.76 is Released!,https://www.psxhax.com/threads/ps4-dlclose-exploit-for-playstation-4-firmware-1-76-is-released.325/,"https://www.psxhax.com/threads/how-to-get-a-ps4-with-firmware-at-1-76-or-below-for-hacking.99/,https://www.psxhax.com/threads/ps4-poc-libps4-ps4link-ps4sh-dlclose-root-privilege-escalation.309/,https://www.psxhax.com/threads/how-to-run-ps4-linux-ubuntu-guide-with-video-demo.337/,https://www.psxhax.com/threads/ps4-root-privilege-escalation-prison-break-sandbox-break-poc.313/,https://www.psxhax.com/threads/ps4-linux-installation-guide.332/",0.004080879202037166
4036,PS4 3.50 Beta Firmware Musashi Update Leaked with Video Footage,https://www.psxhax.com/threads/ps4-3-50-beta-firmware-musashi-update-leaked-with-video-footage.210/,"https://www.psxhax.com/threads/ps4-system-software-update-3-50-codename-musashi-details-screens.206/,https://www.psxhax.com/threads/ps4-system-software-update-3-50-codename-musashi-details-screens.206/#post-1691",0.004058825025342608
2444,RayTracer Framework PlayStation 4 Port by Soxs (Zakaria),https://www.psxhax.com/threads/raytracer-framework-playstation-4-port-by-soxs-zakaria.5830/,https://www.psxhax.com/threads/ps4-homebrew-app-demo-by-vvildcard777-with-liborbis-and-ps4link.5823/,0.004000008112254643
2022,Sony Financial Results Meeting: No PS5 Release Before April 2020,https://www.psxhax.com/threads/sony-financial-results-meeting-no-ps5-release-before-april-2020.6759/,https://www.psxhax.com/threads/mark-cerny-reveals-ps5-features-ray-tracing-ssd-and-ps-vr.6740/,0.003908319575166945
1427,PS4JB: PS4 6.72 Jailbreak Exploit by Sleirsgoevy is Released!,https://www.psxhax.com/threads/ps4jb-ps4-6-72-jailbreak-exploit-by-sleirsgoevy-is-released.7548/,"https://www.psxhax.com/threads/ps4jb-ps4-6-72-jailbreak-exploit-by-sleirsgoevy-is-released.7548/post-153200,https://www.psxhax.com/threads/ps4fileninja-v1-0-0-ps4-file-browser-by-m0rph3us1987-is-released.561/,https://www.psxhax.com/threads/ps4-webkit-bad_hoist-6-72-exploit-port-wip-by-sleirsgoevy-6-72-dumps.7533/,https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/ps4-kernel-exploit-kex-for-7-02-firmware-wait-for-jailbreak-before-updating.7529/,https://www.psxhax.com/threads/ps4jb-ps4-6-72-jailbreak-exploit-by-sleirsgoevy-is-released.7548/#post-149803,https://www.psxhax.com/threads/ps4-6-72-payload-ports-updated-mira-project-support-elf-loader.7539/,https://www.psxhax.com/threads/easy-pkg-extractor-to-extract-ps4-pkgs-packages-by-lapy05575948.7374/post-149784,https://www.psxhax.com/threads/ps4-app-lock-1-00-child-safety-game-blocker-by-lapy05575948.7420/,https://www.psxhax.com/threads/ps4-retroarch-native-emulator-port-unofficial-pkg-via-osirisx.7243/post-153977,https://www.psxhax.com/threads/ps2-classics-gui-convert-ps2-iso-to-ps4-pkg-by-thedarkprogramer-ps2-fpkg-by-jabupl.5036/,https://www.psxhax.com/threads/ps4-xplorer-beta-1-22-by-lapy05575948-ps4-player-preview-video.6718/,https://www.psxhax.com/threads/ps4jb-ps4-6-72-jailbreak-exploit-by-sleirsgoevy-is-released.7548/page-67#post-153200,https://www.psxhax.com/threads/locating-a-jailbreakable-ps4-5-05-5-07-firmware-console-in-2019.7130/,https://www.psxhax.com/threads/ps4-video-player-beta-pkg-by-lapy05575948-is-now-available.6733/,https://www.psxhax.com/threads/playstation-scene-devs-on-future-ps4-jailbreak-exploits-and-homebrew.7098/,https://www.psxhax.com/threads/ps4hen-v2-1-2-jkpatch-5-03-ports-for-updating-to-5-05-ps4-firmware.7319/post-142505,https://www.psxhax.com/threads/ps4-system-software-firmware-6-72-released-dont-update.6923/",0.003547088573608465
4119,Michael Coppola Confirms to CTurt That PS4 Exploit May be Fixed!,https://www.psxhax.com/threads/michael-coppola-confirms-to-cturt-that-ps4-exploit-may-be-fixed.49/,https://www.psxhax.com/threads/welcome-to-psxhax-psxhacks-everyone.5/,0.0033494019439375493
3135,Take-Two Interactive Orders OpenIV to Halt Game Modding Tools,https://www.psxhax.com/threads/take-two-interactive-orders-openiv-to-halt-game-modding-tools.2396/,"https://www.psxhax.com/threads/take-two-interactive-orders-openiv-to-halt-game-modding-tools.2396/,https://www.psxhax.com/threads/ps4-packer-gta-v-save-editor-by-xb36hazard-of-x3t-infinity.2391/#post-25426",0.003271566663743786
3875,PlayStation 4 System Software 4.0 Beta Firmware Sign-Ups Now Open,https://www.psxhax.com/threads/playstation-4-system-software-4-0-beta-firmware-sign-ups-now-open.616/,"https://www.psxhax.com/threads/playstation-4-3-55-system-software-update-live-with-ps4-patches.519/,https://www.psxhax.com/threads/ps4-firmware-4-0-survey-hints-at-system-software-4-0-features.512/",0.0031866449273471225
2528,Unity PS4 HEN Compilation Demo by RetroGamer74,https://www.psxhax.com/threads/unity-ps4-hen-compilation-demo-by-retrogamer74.5184/,"https://www.psxhax.com/threads/controllerhomebrew-pkg-controller-test-homebrew-by-lightningmods.4490/,https://www.psxhax.com/threads/how-to-compile-and-build-with-unity-for-ps4-fpkg-by-retrogamer74.5188/,https://www.psxhax.com/threads/how-to-compile-and-build-with-unity-for-ps4-fpkg-by-retrogamer74.5188/page-2#post-91657,https://www.psxhax.com/threads/unity-ps4-hen-compilation-demo-by-retrogamer74.5184/page-2#post-91450",0.0031241126123861683
1815,PlayStation Assistant Sony Patent Leads to PS5 AI Voice Assistance Rumors,https://www.psxhax.com/threads/playstation-assistant-sony-patent-leads-to-ps5-ai-voice-assistance-rumors.7084/,"https://www.psxhax.com/threads/3d-renders-of-rumored-ps5-playstation-5-development-kit-patent-design.7006/,https://www.psxhax.com/threads/google-stadia-gaming-platform-officially-announced-at-gdc-2019.6696/",0.003067883329979012
2515,SpecterDev Announces PS4 5.05 Jailbreak & Homebrew Tools Coming!,https://www.psxhax.com/threads/specterdev-announces-ps4-5-05-jailbreak-homebrew-tools-coming.5222/,"https://www.psxhax.com/threads/ps4-webkit-exploit-port-for-firmware-5-03-by-thierry.4815/,https://www.psxhax.com/threads/hello-world-ps4-homebrew-on-4-05-firmware-test-application-pkg.3480/,https://www.psxhax.com/threads/ps4-5-50-webkit-userland-exploit-rewrite-by-qwertyoruiop.4766/,https://www.psxhax.com/threads/unity-ps4-hen-compilation-demo-by-retrogamer74.5184/",0.002991824683838771
930,Downloading PS4 PKG Games That Are Base64 Encoded or Torrents Guide,https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,"https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/latest-ps4-fpkgs-fake-package-games-arrive-in-the-ps4scene.10155/,https://www.psxhax.com/threads/hashtomagnet-based-on-hash2magnet-tool-for-reviving-dead-torrents.8352/,https://www.psxhax.com/threads/hulu-live-tv-streaming-service-is-now-available-on-playstation-4.7364/post-143379,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/",0.002988869781225969
3404,"PS4 System Software Update 4.50 Features, Sasuke Beta Firmware",https://www.psxhax.com/threads/ps4-system-software-update-4-50-features-sasuke-beta-firmware.1629/,"https://www.psxhax.com/threads/playstation-4-system-software-4-50-beta-firmware-sign-ups-open.1490/,https://www.psxhax.com/threads/ps4-system-software-update-4-50-features-sasuke-beta-firmware.1629/#post-16024,https://www.psxhax.com/threads/ps4-system-software-update-4-50-features-sasuke-beta-firmware.1629/,https://www.psxhax.com/threads/ps4-scene-devs-find-something-big-in-sasuke-4-50-beta-firmware.1650/page-6#post-16594",0.0029655461808895606
3933,PlayStation 4 3.55 System Software Update Live with PS4 Patches,https://www.psxhax.com/threads/playstation-4-3-55-system-software-update-live-with-ps4-patches.519/,"https://www.psxhax.com/threads/playstation-3-50-system-software-update-incoming-ps4-video-demo.330/,https://www.psxhax.com/threads/ps4-linux-on-3-50-via-blu-ray-drive-with-bdlive-bug-by-00001234.469/,https://www.psxhax.com/threads/playstation-4-3-55-system-software-update-live-with-ps4-patches.519/page-2#post-3870",0.0029493908131867476
1882,3D Renders of Rumored PS5 / PlayStation 5 Development Kit Patent Design,https://www.psxhax.com/threads/3d-renders-of-rumored-ps5-playstation-5-development-kit-patent-design.7006/,"https://www.psxhax.com/threads/3d-renders-of-rumored-ps5-playstation-5-development-kit-patent-design.7006/,https://www.psxhax.com/threads/sony-patent-surfaces-on-rumored-playstation-5-ps5-development-kit-design.7001/",0.002936573902909704
1467,Sony Unveils PlayStation 5 Console Design at PS5 Future of Gaming Event!,https://www.psxhax.com/threads/sony-unveils-playstation-5-console-design-at-ps5-future-of-gaming-event.7496/,"https://www.psxhax.com/threads/sony-ceo-jim-ryan-states-ps5-price-wont-be-the-lowest-reflects-value.7480/,https://www.psxhax.com/threads/unreal-engine-5-real-time-ps5-demos-and-playstation-studios-details.7455/,https://www.psxhax.com/threads/dualsense-my-vision-ps5-controller-concept-by-iskander-utebayev-bat-not-bad.7456/,https://www.psxhax.com/threads/sony-unveils-playstation-5-console-design-at-ps5-future-of-gaming-event.7496/,https://www.psxhax.com/threads/ps5-the-future-of-gaming-showcase-playstation-5-game-trailers.7495/,https://www.psxhax.com/threads/ps5-price-predictions-how-much-will-playstation-5-cost-get-saving.7099/,https://www.psxhax.com/threads/sony-confirms-playstation-5-next-gen-console-ps5-holiday-2020-launch.7096/",0.0028871890503579514
3896,Facebook Article Commenting Now Added to PSXHAX.COM,https://www.psxhax.com/threads/facebook-article-commenting-now-added-to-psxhax-com.583/,"https://www.psxhax.com/threads/psxhax-login-options-now-include-facebook-twitter-and-google.40/,https://www.psxhax.com/threads/facebook-article-commenting-now-added-to-psxhax-com.583/,https://www.psxhax.com/threads/seeking-psxhax-site-logo-can-anyone-help-out.6/,https://www.psxhax.com/threads/psxhax-gets-disqus-commenting-integration.38/,https://www.psxhax.com/threads/psxhax-to-do-feature-request-list.10/page-2#post-4230",0.0027497912408572843
3452,PlayStation 4 System Software 4.50 Beta Firmware Sign-Ups Open,https://www.psxhax.com/threads/playstation-4-system-software-4-50-beta-firmware-sign-ups-open.1490/,https://www.psxhax.com/threads/playstation-4-system-software-4-0-beta-firmware-sign-ups-now-open.616/,0.002715399503336276
3990,PS4 Development Menu (Debug Mode) Enabled on Retail PlayStation 4,https://www.psxhax.com/threads/ps4-development-menu-debug-mode-enabled-on-retail-playstation-4.383/,"https://www.psxhax.com/threads/ps4-development-menu-debug-mode-enabled-on-retail-playstation-4.383/page-3#post-2915,https://www.psxhax.com/threads/how-to-get-a-ps4-with-firmware-at-1-76-or-below-for-hacking.99/,https://www.psxhax.com/threads/possible-info-on-ps4-debug-settings-running-on-retail-units.355/",0.002618237265475698
2652,ControllerHomebrew.pkg: Controller Test Homebrew by LightningMods,https://www.psxhax.com/threads/controllerhomebrew-pkg-controller-test-homebrew-by-lightningmods.4490/,"https://www.psxhax.com/threads/controllerhomebrew-pkg-controller-test-homebrew-by-lightningmods.4490/page-2#post-90892,https://www.psxhax.com/threads/psvibe-ps4-edition-controller-rumbler-tester-homebrew-by-al-azif.6695/,https://www.psxhax.com/threads/playstation-4-sac-001-ps4-uart-for-dummies-tutorial.3623/",0.0025677517546382487
1803,PS5 Price Predictions: How Much Will PlayStation 5 Cost? Get Saving!,https://www.psxhax.com/threads/ps5-price-predictions-how-much-will-playstation-5-cost-get-saving.7099/,"https://www.psxhax.com/threads/ps5-price-predictions-how-much-will-playstation-5-cost-get-saving.7099/,https://www.psxhax.com/threads/mark-cerny-reveals-ps5-features-ray-tracing-ssd-and-ps-vr.6740/,https://www.psxhax.com/threads/sony-confirms-playstation-5-next-gen-console-ps5-holiday-2020-launch.7096/",0.002493273336026321
